,blk_no,street,flat_type,latitude,longitude,month,resale_price
739628,893B,WOODLANDS DR 50,EXECUTIVE,1.436844323,103.7898448,2019-11,560000.0
739687,893C,WOODLANDS DR 50,EXECUTIVE,1.4363184269999998,103.79046009999999,2019-12,530000.0
739741,893D,WOODLANDS DR 50,EXECUTIVE,1.4363184519999999,103.789948,2017-10,550000.0
739873,894,TAMPINES ST 81,EXECUTIVE,1.348604201,103.9319221,2019-10,748888.0
739993,894A,TAMPINES ST 81,3 ROOM,1.348013892,103.9319167,2019-12,310000.0
739992,894A,TAMPINES ST 81,4 ROOM,1.348013892,103.9319167,2019-03,429000.0
740085,894A,WOODLANDS DR 50,4 ROOM,1.436011336,103.79036690000001,2019-07,325000.0
740082,894A,WOODLANDS DR 50,5 ROOM,1.436011336,103.79036690000001,2014-04,483000.0
740175,894B,WOODLANDS DR 50,4 ROOM,1.436009439,103.7895075,2019-09,371000.0
740174,894B,WOODLANDS DR 50,5 ROOM,1.436009439,103.7895075,2019-08,420000.0
740248,894C,WOODLANDS DR 50,4 ROOM,1.435638536,103.79032609999999,2019-05,375000.0
740249,894C,WOODLANDS DR 50,5 ROOM,1.435638536,103.79032609999999,2019-09,430000.0
740335,894D,WOODLANDS DR 50,4 ROOM,1.4356383,103.7894593,2019-08,370000.0
740334,894D,WOODLANDS DR 50,5 ROOM,1.4356383,103.7894593,2019-05,450000.0
740439,895,TAMPINES ST 81,EXECUTIVE,1.347782639,103.9315935,2020-01,750000.0
740513,895A,TAMPINES ST 81,EXECUTIVE,1.3476789530000002,103.9324566,2019-05,695000.0
740613,895A,WOODLANDS DR 50,4 ROOM,1.4360737119999998,103.7914885,2019-11,375000.0
740612,895A,WOODLANDS DR 50,5 ROOM,1.4360737119999998,103.7914885,2019-10,430000.0
740692,895B,WOODLANDS DR 50,4 ROOM,1.43563898,103.7916546,2019-12,360000.0
740691,895B,WOODLANDS DR 50,5 ROOM,1.43563898,103.7916546,2019-06,390000.0
740809,895C,WOODLANDS DR 50,4 ROOM,1.43566901,103.79260479999999,2018-10,335000.0
740811,895C,WOODLANDS DR 50,5 ROOM,1.43566901,103.79260479999999,2019-05,385000.0
740813,895D,WOODLANDS DR 50,,1.4360683669999998,103.7922454,,
740814,895E,WOODLANDS DR 50,,1.43580979,103.7921298,,
740893,896,TAMPINES ST 81,4 ROOM,1.3483032780000002,103.9324517,2017-10,390000.0
740894,896,TAMPINES ST 81,5 ROOM,1.3483032780000002,103.9324517,2019-09,488000.0
740987,896A,TAMPINES ST 81,EXECUTIVE,1.3485971780000001,103.9325463,2019-09,650000.0
741108,896A,WOODLANDS DR 50,4 ROOM,1.436467556,103.79307259999999,2018-12,325000.0
741103,896A,WOODLANDS DR 50,5 ROOM,1.436467556,103.79307259999999,2017-06,407650.0
741183,896B,WOODLANDS DR 50,4 ROOM,1.436924425,103.7925688,2018-11,358888.0
741186,896B,WOODLANDS DR 50,5 ROOM,1.436924425,103.7925688,2019-10,407000.0
741282,896C,WOODLANDS DR 50,4 ROOM,1.436761756,103.79334,2019-03,333000.0
741284,896C,WOODLANDS DR 50,5 ROOM,1.436761756,103.79334,2019-10,381000.0
741374,897,TAMPINES ST 81,4 ROOM,1.3475264980000001,103.93518399999999,2019-08,405000.0
741372,897,TAMPINES ST 81,5 ROOM,1.3475264980000001,103.93518399999999,2018-07,607000.0
741504,897A,TAMPINES ST 81,3 ROOM,1.3475264980000001,103.93518399999999,2019-10,297000.0
741503,897A,TAMPINES ST 81,4 ROOM,1.3475264980000001,103.93518399999999,2019-05,435000.0
741602,897A,WOODLANDS DR 50,4 ROOM,1.436490988,103.79397209999999,2019-12,355000.0
741600,897A,WOODLANDS DR 50,5 ROOM,1.436490988,103.79397209999999,2019-07,415000.0
741726,897B,WOODLANDS DR 50,4 ROOM,1.436051363,103.7939984,2019-04,335000.0
741724,897B,WOODLANDS DR 50,5 ROOM,1.436051363,103.7939984,2018-11,390000.0
741836,897C,WOODLANDS DR 50,4 ROOM,1.435743957,103.7941341,2019-03,315000.0
741838,897C,WOODLANDS DR 50,5 ROOM,1.435743957,103.7941341,2019-04,400000.0
741839,897D,WOODLANDS DR 50,,1.436311165,103.79463220000001,,
741840,897E,WOODLANDS DR 50,,1.4356592019999999,103.7947078,,
741951,898,TAMPINES ST 81,3 ROOM,1.347281172,103.93475699999999,2018-08,328000.0
741953,898,TAMPINES ST 81,4 ROOM,1.347281172,103.93475699999999,2019-10,430000.0
742051,898A,TAMPINES ST 81,4 ROOM,1.346813183,103.9348873,2019-04,400000.0
742052,898A,TAMPINES ST 81,5 ROOM,1.346813183,103.9348873,2019-05,505000.0
742136,898A,WOODLANDS DR 50,4 ROOM,1.435372245,103.79467509999999,2020-01,328000.0
742130,898A,WOODLANDS DR 50,5 ROOM,1.435372245,103.79467509999999,2017-08,420000.0
742247,898B,WOODLANDS DR 50,4 ROOM,1.435143175,103.7952105,2018-06,346000.0
742252,898B,WOODLANDS DR 50,5 ROOM,1.435143175,103.7952105,2020-01,395000.0
742353,899,TAMPINES ST 81,3 ROOM,1.3465291419999998,103.9354537,2019-01,350888.0
742351,899,TAMPINES ST 81,4 ROOM,1.3465291419999998,103.9354537,2018-05,420000.0
742487,899A,TAMPINES ST 81,3 ROOM,1.346324736,103.9350085,2019-05,325000.0
742485,899A,TAMPINES ST 81,4 ROOM,1.346324736,103.9350085,2018-08,475000.0
742583,899A,WOODLANDS DR 50,4 ROOM,1.4358050480000002,103.795254,2019-04,317000.0
742577,899A,WOODLANDS DR 50,5 ROOM,1.4358050480000002,103.795254,2013-01,444000.0
742684,899B,WOODLANDS DR 50,4 ROOM,1.436133348,103.79526429999999,2019-11,310000.0
742685,899B,WOODLANDS DR 50,5 ROOM,1.436133348,103.79526429999999,2019-12,362000.0
742780,899C,WOODLANDS DR 50,4 ROOM,1.436569856,103.7952613,2019-04,340000.0
742777,899C,WOODLANDS DR 50,5 ROOM,1.436569856,103.7952613,2017-10,459888.0
738706,89A,DAWSON RD,,1.295206515,103.8119385,,
701789,8A,BOON KENG RD,,1.316691146,103.8613807,,
701788,8A,BOON TIONG RD,4 ROOM,1.28652537,103.83012480000001,2019-01,793988.0
701787,8A,BOON TIONG RD,5 ROOM,1.28652537,103.83012480000001,2018-10,850000.0
701790,8A,EMPRESS RD,,1.316710965,103.8061815,,
701791,8A,GHIM MOH RD,,1.310792647,103.78726429999999,,
701792,8A,HOLLAND AVE,,1.307181326,103.79415490000001,,
701793,8A,JLN KUKOH,,1.2873126259999998,103.8389441,,
701794,8A,TECK WHYE LANE,,1.380852424,103.75400429999999,,
701795,8A,UPP BOON KENG RD,,1.3129175709999998,103.8697431,,
701848,8B,BOON KENG RD,,1.316410123,103.8611645,,
701847,8B,BOON TIONG RD,4 ROOM,1.287016949,103.8303033,2019-07,750000.0
701845,8B,BOON TIONG RD,5 ROOM,1.287016949,103.8303033,2019-02,920000.0
701849,8B,UPP BOON KENG RD,,1.312344472,103.8698983,,
701851,8C,BOON KENG RD,,1.316547095,103.86103370000001,,
701850,8C,BOON TIONG RD,,1.286986868,103.8296302,,
701852,8C,UPP BOON KENG RD,,1.313169458,103.8708193,,
742817,9,BEDOK STH AVE 2,5 ROOM,1.323209742,103.936904,2019-08,780000.0
742848,9,BOON KENG RD,3 ROOM,1.316051181,103.86121870000001,2019-08,620000.0
742855,9,BOON KENG RD,4 ROOM,1.316051181,103.86121870000001,2020-01,905000.0
742854,9,BOON KENG RD,5 ROOM,1.316051181,103.86121870000001,2019-12,900000.0
742899,9,CANTONMENT CL,3 ROOM,1.275301801,103.8392073,2019-09,538000.0
742901,9,CANTONMENT CL,4 ROOM,1.275301801,103.8392073,2019-10,800000.0
742898,9,CANTONMENT CL,5 ROOM,1.275301801,103.8392073,2019-06,950000.0
743056,9,EUNOS CRES,4 ROOM,1.3217986990000001,103.9027747,2020-01,435000.0
743152,9,GLOUCESTER RD,4 ROOM,1.3135861659999999,103.8516999,2019-12,481000.0
743276,9,HAIG RD,3 ROOM,1.314433815,103.8960611,2019-07,310000.0
743676,9,HOLLAND AVE,3 ROOM,1.307555926,103.7944436,2019-12,395000.0
743657,9,HOLLAND AVE,4 ROOM,1.307555926,103.7944436,2017-11,538000.0
743582,9,HOLLAND AVE,5 ROOM,1.307555926,103.7944436,2009-01,678000.0
743972,9,JLN BATU,2 ROOM,1.30283219,103.8829791,2019-11,200000.0
743774,9,JLN KUKOH,2 ROOM,1.287674258,103.83885790000001,2019-06,240000.0
743758,9,JLN KUKOH,3 ROOM,1.287674258,103.83885790000001,2012-08,390000.0
744031,9,JLN RUMAH TINGGI,4 ROOM,1.288816153,103.8082053,2008-09,440000.0
744048,9,JLN RUMAH TINGGI,5 ROOM,1.288816153,103.8082053,2019-08,705000.0
744049,9,JOO SENG RD,,1.3349001790000001,103.8793343,,
744242,9,LOR 7 TOA PAYOH,3 ROOM,1.33750482,103.8578395,2019-11,203000.0
744339,9,MARSILING DR,5 ROOM,1.4412915290000001,103.7764497,2019-04,318000.0
744340,9,NTH BRIDGE RD,,1.3049299970000001,103.86423420000001,,
744370,9,PINE CL,4 ROOM,1.309469497,103.8824375,2019-10,600000.0
744369,9,PINE CL,5 ROOM,1.309469497,103.8824375,2019-09,790000.0
744623,9,SELEGIE RD,2 ROOM,1.303460962,103.8507093,2013-09,307000.0
744644,9,SELEGIE RD,3 ROOM,1.303460962,103.8507093,2019-10,370000.0
744625,9,SELEGIE RD,4 ROOM,1.303460962,103.8507093,2013-09,520000.0
744701,9,ST. GEORGE'S RD,4 ROOM,1.323723796,103.86299509999999,2019-12,428000.0
744702,9,TECK WHYE LANE,,1.3800350119999998,103.75414549999999,,
744703,9,TELOK BLANGAH CRES,,1.277407859,103.8194085,,
744776,9,TOH YI DR,4 ROOM,1.338304798,103.7735416,2020-01,618000.0
744775,9,TOH YI DR,5 ROOM,1.338304798,103.7735416,2019-03,800000.0
744932,90,BEDOK NTH ST 4,4 ROOM,1.332149272,103.9404499,2017-06,420000.0
744938,90,BEDOK NTH ST 4,5 ROOM,1.332149272,103.9404499,2019-12,430000.0
745059,90,C'WEALTH DR,2 ROOM,1.30542326,103.79967459999999,2018-09,198000.0
745063,90,C'WEALTH DR,3 ROOM,1.30542326,103.79967459999999,2020-01,220000.0
745002,90,C'WEALTH DR,4 ROOM,1.30542326,103.79967459999999,2002-05,252000.0
745064,90,DAWSON RD,,1.295401639,103.81218559999999,,
745065,90,PIPIT RD,,1.323379652,103.8865213,,
745066,90,REDHILL CL,,1.28499477,103.8187585,,
745136,90,TANGLIN HALT RD,3 ROOM,1.300517009,103.79897629999999,2020-01,500000.0
745137,90,TANGLIN HALT RD,4 ROOM,1.300517009,103.79897629999999,2020-01,815000.0
745135,90,TANGLIN HALT RD,5 ROOM,1.300517009,103.79897629999999,2019-11,902000.0
745138,90,TELOK BLANGAH ST 31,,1.277193166,103.80725670000001,,
745139,90,WHAMPOA DR,,1.322943132,103.85513780000001,,
745142,900,STH WOODLANDS DR,,1.4351869119999998,103.7868577,,
745143,901,JURONG WEST ST 91,,1.339878619,103.6865476,,
745255,902,JURONG WEST ST 91,4 ROOM,1.339116457,103.6866098,2019-11,300000.0
745254,902,JURONG WEST ST 91,5 ROOM,1.339116457,103.6866098,2018-11,380000.0
745404,902,TAMPINES AVE 4,4 ROOM,1.351280364,103.9391952,2019-11,450000.0
745516,903,JURONG WEST ST 91,4 ROOM,1.33971748,103.68606109999999,2020-01,282000.0
745517,903,JURONG WEST ST 91,5 ROOM,1.33971748,103.68606109999999,2020-01,358000.0
745599,903,TAMPINES AVE 4,4 ROOM,1.350976363,103.9397611,2006-08,273000.0
745615,903,TAMPINES AVE 4,5 ROOM,1.350976363,103.9397611,2019-11,555000.0
745762,904,JURONG WEST ST 91,3 ROOM,1.340227842,103.68593670000001,2019-02,248000.0
745764,904,JURONG WEST ST 91,4 ROOM,1.340227842,103.68593670000001,2019-12,305000.0
745796,905,JURONG WEST ST 91,4 ROOM,1.340470467,103.6852343,2018-09,321000.0
745795,905,JURONG WEST ST 91,5 ROOM,1.340470467,103.6852343,2010-10,305000.0
745909,906,JURONG WEST ST 91,EXECUTIVE,1.341220505,103.68522840000001,2020-01,436000.0
745939,906,TAMPINES AVE 4,4 ROOM,1.350293451,103.9400051,2018-04,420000.0
746025,907,JURONG WEST ST 91,4 ROOM,1.3411401729999999,103.6859308,2019-09,295000.0
746024,907,JURONG WEST ST 91,5 ROOM,1.3411401729999999,103.6859308,2019-08,373000.0
746190,907,TAMPINES AVE 4,3 ROOM,1.3506122809999999,103.9393974,2019-12,330000.0
746189,907,TAMPINES AVE 4,4 ROOM,1.3506122809999999,103.9393974,2019-07,440000.0
746316,908,JURONG WEST ST 91,3 ROOM,1.340521584,103.6863745,2018-12,270000.0
746318,908,JURONG WEST ST 91,4 ROOM,1.340521584,103.6863745,2019-12,322000.0
746337,908,TAMPINES AVE 4,4 ROOM,1.350540092,103.9387161,2019-01,405000.0
746426,909,HOUGANG ST 91,4 ROOM,1.378275339,103.8835562,2019-04,368000.0
746420,909,HOUGANG ST 91,5 ROOM,1.378275339,103.8835562,2014-10,505000.0
746556,909,JURONG WEST ST 91,4 ROOM,1.3411751809999999,103.6864521,2019-11,285000.0
746557,909,JURONG WEST ST 91,5 ROOM,1.3411751809999999,103.6864521,2019-11,378000.0
746700,909,TAMPINES AVE 4,3 ROOM,1.350197401,103.9394071,2019-04,350000.0
746698,909,TAMPINES AVE 4,4 ROOM,1.350197401,103.9394071,2018-02,440000.0
746699,909,TAMPINES AVE 4,EXECUTIVE,1.350197401,103.9394071,2018-10,755000.0
746701,909A,HOUGANG ST 91,,1.378275339,103.8835562,,
745140,90A,TELOK BLANGAH ST 31,,1.2777382,103.8070972,,
745141,90B,TELOK BLANGAH ST 31,,1.277243291,103.8069108,,
746844,91,BEDOK NTH ST 4,4 ROOM,1.3325488140000001,103.9403696,2017-10,428000.0
746845,91,BEDOK NTH ST 4,5 ROOM,1.3325488140000001,103.9403696,2018-06,500000.0
746927,91,C'WEALTH DR,2 ROOM,1.3058703459999998,103.79976359999999,2018-11,185000.0
746930,91,C'WEALTH DR,3 ROOM,1.3058703459999998,103.79976359999999,2019-12,275000.0
746931,91,DAWSON RD,,1.295340411,103.8125852,,
746932,91,HENDERSON RD,,1.2878678270000001,103.8204649,,
747107,91,LOR 3 TOA PAYOH,3 ROOM,1.338226031,103.8485969,2019-11,250000.0
747233,91,PAYA LEBAR WAY,3 ROOM,1.322681161,103.88673790000001,2019-10,245000.0
747212,91,PAYA LEBAR WAY,5 ROOM,1.322681161,103.88673790000001,2011-01,463000.0
747326,91,TANGLIN HALT RD,4 ROOM,1.300727923,103.7994173,2020-01,828000.0
747322,91,TANGLIN HALT RD,5 ROOM,1.300727923,103.7994173,2019-10,930000.0
747327,91,TELOK BLANGAH ST 31,,1.27627651,103.8069575,,
747328,91,WHAMPOA DR,,1.3232996479999999,103.85420129999999,,
747460,910,HOUGANG ST 91,4 ROOM,1.3788884430000001,103.88282729999999,2019-09,360000.0
747580,910,JURONG WEST ST 91,EXECUTIVE,1.342055197,103.6862886,2020-01,520000.0
747707,910,TAMPINES ST 91,4 ROOM,1.349816629,103.93874220000001,2019-11,480000.0
747829,911,HOUGANG ST 91,4 ROOM,1.3789374890000001,103.8838571,2020-01,370000.0
747913,911,JURONG WEST ST 91,4 ROOM,1.341818371,103.6868369,2019-10,330000.0
747912,911,JURONG WEST ST 91,5 ROOM,1.341818371,103.6868369,2019-07,365000.0
748023,911,TAMPINES ST 91,4 ROOM,1.349831891,103.9395686,2019-12,417000.0
748100,912,HOUGANG ST 91,4 ROOM,1.37849281,103.88401640000001,2019-05,388000.0
748101,912,HOUGANG ST 91,5 ROOM,1.37849281,103.88401640000001,2020-01,480000.0
748132,912,JURONG WEST ST 91,EXECUTIVE,1.341358007,103.6872696,2017-09,470000.0
748241,912,TAMPINES ST 91,4 ROOM,1.349435612,103.93925229999999,2014-02,500000.0
748245,912,TAMPINES ST 91,5 ROOM,1.349435612,103.93925229999999,2019-05,580000.0
748321,913,HOUGANG ST 91,4 ROOM,1.3780657440000001,103.8840407,2019-12,368000.0
748320,913,HOUGANG ST 91,5 ROOM,1.3780657440000001,103.8840407,2019-07,485000.0
748395,913,JURONG WEST ST 91,4 ROOM,1.34189152,103.68757690000001,2019-10,315000.0
748394,913,JURONG WEST ST 91,5 ROOM,1.34189152,103.68757690000001,2019-05,383000.0
748442,913,TAMPINES ST 91,4 ROOM,1.348869281,103.9389852,2019-11,400000.0
748513,914,HOUGANG ST 91,4 ROOM,1.377531604,103.8840186,2019-03,395000.0
748514,914,HOUGANG ST 91,5 ROOM,1.377531604,103.8840186,2019-11,435000.0
748573,914,JURONG WEST ST 91,3 ROOM,1.341455371,103.6879703,2018-08,240000.0
748576,914,JURONG WEST ST 91,4 ROOM,1.341455371,103.6879703,2019-05,311000.0
748755,914,TAMPINES ST 91,3 ROOM,1.349027771,103.9395684,2019-10,328000.0
748756,914,TAMPINES ST 91,4 ROOM,1.349027771,103.9395684,2019-10,385000.0
748848,915,HOUGANG ST 91,4 ROOM,1.377521837,103.88381329999999,2017-10,395000.0
748853,915,HOUGANG ST 91,5 ROOM,1.377521837,103.88381329999999,2020-01,455000.0
748917,915,JURONG WEST ST 91,3 ROOM,1.34108919,103.6878703,2019-05,250000.0
748911,915,JURONG WEST ST 91,4 ROOM,1.34108919,103.6878703,2017-10,350000.0
749059,915,TAMPINES ST 91,3 ROOM,1.348605623,103.9395641,2019-06,303000.0
749060,915,TAMPINES ST 91,4 ROOM,1.348605623,103.9395641,2019-08,450000.0
749126,916,HOUGANG AVE 9,4 ROOM,1.374912942,103.8842937,2014-10,382000.0
749130,916,HOUGANG AVE 9,5 ROOM,1.374912942,103.8842937,2019-10,560000.0
749175,916,JURONG WEST ST 91,3 ROOM,1.340693227,103.6878156,2019-07,228000.0
749172,916,JURONG WEST ST 91,4 ROOM,1.340693227,103.6878156,2017-12,350000.0
749355,916,TAMPINES ST 91,4 ROOM,1.348631074,103.94029040000001,2019-06,416000.0
749420,917,HOUGANG AVE 9,4 ROOM,1.374993836,103.8834867,2018-10,418000.0
749419,917,HOUGANG AVE 9,5 ROOM,1.374993836,103.8834867,2017-12,472000.0
749569,917,JURONG WEST ST 91,3 ROOM,1.340310935,103.6878458,2017-12,262000.0
749571,917,JURONG WEST ST 91,4 ROOM,1.340310935,103.6878458,2019-07,297000.0
749665,918,HOUGANG AVE 9,4 ROOM,1.375584516,103.8835163,2020-01,382000.0
749664,918,HOUGANG AVE 9,5 ROOM,1.375584516,103.8835163,2019-04,508000.0
749694,918,JURONG WEST ST 91,EXECUTIVE,1.340579375,103.68717070000001,2019-08,540000.0
749695,918A,HOUGANG AVE 9,,1.3755057030000002,103.8838885,,
749758,919,HOUGANG AVE 4,4 ROOM,1.375434031,103.8841929,2018-09,370000.0
749756,919,HOUGANG AVE 4,5 ROOM,1.375434031,103.8841929,2017-09,455000.0
749844,919,JURONG WEST ST 91,4 ROOM,1.339926551,103.6873543,2018-08,305000.0
749840,919,JURONG WEST ST 91,5 ROOM,1.339926551,103.6873543,2013-06,450000.0
749845,919A,HOUGANG AVE 4,,1.375434031,103.8841929,,
747329,91A,TANGLIN HALT RD,,1.3011269859999999,103.7992936,,
747330,91A,TELOK BLANGAH ST 31,,1.276660827,103.8071309,,
747331,91B,TELOK BLANGAH ST 31,,1.277002206,103.8068982,,
750039,92,BEDOK NTH AVE 4,3 ROOM,1.332444149,103.941298,2019-05,265000.0
750032,92,BEDOK NTH AVE 4,4 ROOM,1.332444149,103.941298,2017-11,470000.0
750135,92,C'WEALTH DR,2 ROOM,1.3057317529999999,103.8002537,2017-02,225000.0
750138,92,C'WEALTH DR,3 ROOM,1.3057317529999999,103.8002537,2019-10,240000.0
750124,92,C'WEALTH DR,4 ROOM,1.3057317529999999,103.8002537,2009-12,505000.0
750139,92,DAWSON RD,,1.295120862,103.81115,,
750140,92,HENDERSON RD,,1.287399417,103.8204436,,
750173,92,LOR 4 TOA PAYOH,3 ROOM,1.3380708159999999,103.8494572,2019-06,222000.0
750210,92,PIPIT RD,4 ROOM,1.32319474,103.88735059999999,2019-06,570000.0
750209,92,PIPIT RD,5 ROOM,1.32319474,103.88735059999999,2019-04,648000.0
750211,92,TELOK BLANGAH ST 31,,1.276212042,103.8076522,,
750212,92,WHAMPOA DR,,1.323186968,103.85388540000001,,
750335,920,HOUGANG ST 91,4 ROOM,1.3768225219999999,103.88408270000001,2018-10,378000.0
750336,920,HOUGANG ST 91,5 ROOM,1.3768225219999999,103.88408270000001,2019-07,425000.0
750431,920,JURONG WEST ST 92,4 ROOM,1.339810297,103.6883187,2019-05,315000.0
750432,920,JURONG WEST ST 92,5 ROOM,1.339810297,103.6883187,2019-07,380000.0
750480,921,HOUGANG ST 91,4 ROOM,1.376398889,103.8841007,2013-04,456500.0
750488,921,HOUGANG ST 91,5 ROOM,1.376398889,103.8841007,2020-01,483000.0
750546,921,JURONG WEST ST 92,4 ROOM,1.339546948,103.6889051,2018-07,306000.0
750542,921,JURONG WEST ST 92,5 ROOM,1.339546948,103.6889051,2013-09,439000.0
750676,921,TAMPINES ST 91,4 ROOM,1.348291673,103.94074470000001,2019-09,460000.0
750677,921A,TAMPINES ST 91,,1.3475520330000001,103.9414132,,
750757,922,HOUGANG ST 91,4 ROOM,1.376371236,103.8835196,2019-10,395000.0
750756,922,HOUGANG ST 91,5 ROOM,1.376371236,103.8835196,2018-08,475000.0
750863,922,JURONG WEST ST 92,4 ROOM,1.339198163,103.6893675,2019-07,293000.0
750861,922,JURONG WEST ST 92,5 ROOM,1.339198163,103.6893675,2018-10,367000.0
750996,922,TAMPINES ST 91,4 ROOM,1.347495105,103.9407628,2019-12,428000.0
750995,922,TAMPINES ST 91,5 ROOM,1.347495105,103.9407628,2019-04,510000.0
751077,923,HOUGANG AVE 9,4 ROOM,1.376128884,103.8828949,2018-11,400000.0
751078,923,HOUGANG AVE 9,5 ROOM,1.376128884,103.8828949,2019-05,460000.0
751154,923,JURONG WEST ST 92,4 ROOM,1.339536503,103.68979990000001,2019-12,325000.0
751155,923,JURONG WEST ST 92,5 ROOM,1.339536503,103.68979990000001,2020-01,410000.0
751156,923A,HOUGANG ST 91,,1.376520105,103.8830344,,
751232,924,HOUGANG AVE 9,4 ROOM,1.376295016,103.88214599999999,2018-10,380000.0
751233,924,HOUGANG AVE 9,5 ROOM,1.376295016,103.88214599999999,2017-12,468000.0
751251,924,JURONG WEST ST 92,4 ROOM,1.340263175,103.68982840000001,2017-02,330000.0
751248,924,JURONG WEST ST 92,5 ROOM,1.340263175,103.68982840000001,2004-12,222800.0
751377,924,TAMPINES ST 91,3 ROOM,1.346791006,103.940777,2019-04,310000.0
751378,924,TAMPINES ST 91,4 ROOM,1.346791006,103.940777,2019-07,435000.0
751453,925,HOUGANG ST 91,4 ROOM,1.376785573,103.8832708,2018-07,385000.0
751454,925,HOUGANG ST 91,5 ROOM,1.376785573,103.8832708,2019-03,465000.0
751617,925,JURONG WEST ST 92,3 ROOM,1.3401499829999999,103.6891464,2019-08,265200.0
751619,925,JURONG WEST ST 92,4 ROOM,1.3401499829999999,103.6891464,2019-11,308000.0
751763,925,TAMPINES ST 91,3 ROOM,1.346423138,103.9409699,2019-03,338000.0
751761,925,TAMPINES ST 91,4 ROOM,1.346423138,103.9409699,2018-12,400000.0
751764,925,YISHUN CTRL 1,,1.428230851,103.8374503,,
751765,925A,HOUGANG ST 91,,1.376785573,103.8832708,,
751847,926,HOUGANG ST 91,4 ROOM,1.376071454,103.88092440000001,2019-05,370000.0
751849,926,HOUGANG ST 91,5 ROOM,1.376071454,103.88092440000001,2019-09,500000.0
751982,926,JURONG WEST ST 92,3 ROOM,1.340523118,103.6891902,2020-01,270000.0
751981,926,JURONG WEST ST 92,4 ROOM,1.340523118,103.6891902,2019-05,305000.0
752054,926,TAMPINES ST 91,4 ROOM,1.3460142519999998,103.9409852,2018-09,465000.0
752055,926,TAMPINES ST 91,5 ROOM,1.3460142519999998,103.9409852,2018-10,535000.0
752084,926,YISHUN CTRL 1,4 ROOM,1.4278993480000002,103.8379085,2019-05,455000.0
752083,926,YISHUN CTRL 1,5 ROOM,1.4278993480000002,103.8379085,2014-03,560000.0
752141,927,HOUGANG ST 91,4 ROOM,1.376622658,103.8807505,2019-08,378000.0
752142,927,HOUGANG ST 91,5 ROOM,1.376622658,103.8807505,2019-08,485000.0
752173,927,TAMPINES ST 91,4 ROOM,1.346152939,103.94049770000001,2017-12,445000.0
752202,927,YISHUN CTRL 1,4 ROOM,1.427674645,103.83773149999999,2013-05,510000.0
752204,927,YISHUN CTRL 1,5 ROOM,1.427674645,103.83773149999999,2017-05,470000.0
752263,928,HOUGANG ST 91,4 ROOM,1.37665908,103.8815163,2018-11,360000.0
752267,928,HOUGANG ST 91,5 ROOM,1.37665908,103.8815163,2019-12,470000.0
752403,928,JURONG WEST ST 92,3 ROOM,1.340919078,103.6892449,2019-01,266000.0
752404,928,JURONG WEST ST 92,4 ROOM,1.340919078,103.6892449,2019-07,305000.0
752449,928,TAMPINES ST 91,4 ROOM,1.3459733630000001,103.94021059999999,2018-06,505000.0
752469,928,YISHUN CTRL 1,4 ROOM,1.427208078,103.8373771,2003-12,223000.0
752481,928,YISHUN CTRL 1,5 ROOM,1.427208078,103.8373771,2019-04,530000.0
752542,929,HOUGANG ST 91,4 ROOM,1.3760320430000001,103.8814979,2018-07,370000.0
752541,929,HOUGANG ST 91,5 ROOM,1.3760320430000001,103.8814979,2018-06,478888.0
752726,929,JURONG WEST ST 92,3 ROOM,1.34129441,103.6892708,2020-01,265000.0
752725,929,JURONG WEST ST 92,4 ROOM,1.34129441,103.6892708,2019-08,275000.0
752866,929,TAMPINES ST 91,3 ROOM,1.346391724,103.939614,2020-01,338000.0
752863,929,TAMPINES ST 91,4 ROOM,1.346391724,103.939614,2018-08,430000.0
752862,929,TAMPINES ST 91,EXECUTIVE,1.346391724,103.939614,2018-05,750000.0
750259,92A,PIPIT RD,4 ROOM,1.323004798,103.8876357,2019-09,575000.0
750258,92A,PIPIT RD,5 ROOM,1.323004798,103.8876357,2019-08,602500.0
750260,92A,TELOK BLANGAH ST 31,,1.276529139,103.80751409999999,,
750261,92B,TELOK BLANGAH ST 31,,1.275873365,103.8073326,,
752989,93,BEDOK NTH AVE 4,4 ROOM,1.3328889990000001,103.9413097,2020-01,335000.0
753103,93,C'WEALTH DR,2 ROOM,1.305251938,103.800073,2017-07,250000.0
753110,93,C'WEALTH DR,3 ROOM,1.305251938,103.800073,2020-01,260000.0
753068,93,C'WEALTH DR,4 ROOM,1.305251938,103.800073,2007-03,330000.0
753111,93,DAWSON RD,,1.29499227,103.8117965,,
753247,93,GEYLANG BAHRU,3 ROOM,1.322188988,103.871612,2019-07,385000.0
753223,93,GEYLANG BAHRU,4 ROOM,1.322188988,103.871612,2010-06,371000.0
753248,93,HAVELOCK RD,,1.289759996,103.83288490000001,,
753249,93,HENDERSON RD,,1.2869245329999999,103.8204185,,
753323,93,JLN DUA,3 ROOM,1.308681908,103.8871237,2020-01,293000.0
753299,93,JLN DUA,4 ROOM,1.308681908,103.8871237,2007-02,168000.0
753324,93,LOR 4 TOA PAYOH,,1.338534185,103.8498791,,
753482,93,PAYA LEBAR WAY,3 ROOM,1.322734769,103.8881032,2019-10,258000.0
753483,93,TELOK BLANGAH ST 31,,1.274808137,103.8071701,,
753580,93,WHAMPOA DR,3 ROOM,1.322276067,103.8547999,2020-01,280000.0
753578,93,WHAMPOA DR,5 ROOM,1.322276067,103.8547999,2018-04,655000.0
753642,930,HOUGANG ST 91,4 ROOM,1.3754834759999999,103.8812782,2017-07,388888.0
